"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"360","174222_at","F19B10.1","173713","hypothetical protein",0.395143940375176,3.43261621938243,3.30609826017099,0.00432554334853997,0.0123207074886692,-2.86413395715046
"361","174224_at","sqd-1","177392","homologous to Drosophila SQD (squid) protein",-0.22983033359019,9.07767227212313,-1.90829271578978,0.0739562970316807,0.125161428012219,-5.5470591080912
"362","174225_s_at","fbxc-29","173474","F-box C protein",-0.38697661587531,4.34612793683007,-2.73200098599364,0.0144978669191263,0.0331230272519667,-4.03682631999361
"363","174233_at","T23C6.4","181754","hypothetical protein",0.574239118285487,4.87475917197727,2.46154563526785,0.0252202498124908,0.0518071141468407,-4.56156884706267
"364","174236_at","ceh-32","179603","Homeobox protein ceh-32",0.00781950308077128,4.42769875414835,0.0344095817398363,0.97296450057967,0.978360734848619,-7.28230455592967
"365","174240_at","noah-1","172261","NOmpA Homolog (Drosophila nompA: no mechanoreceptor potential A)",-0.200314397483782,7.74579434809129,-1.20089220428503,0.246794903455625,0.331764908900696,-6.55325713553001
"366","174241_at","F48E3.8","181010","hypothetical protein",1.48251858683777,5.43302405851337,9.3496028326421,5.45410308136972e-08,1.26353388051732e-06,8.58562634995673
"367","174242_s_at","pars-2","173117","AA_TRNA_LIGASE_II domain-containing protein;HGTP_anticodon domain-containing protein;Prolyl Amino-acyl tRNA Synthetase",-0.348217092958773,8.036627651577,-3.39975732364663,0.00354215741621208,0.0104980784830166,-2.66777172851582
"368","174252_at","fbn-1","176076","FiBrilliN homolog",0.457770338795284,4.0740594480235,3.95894489215574,0.00107174040687516,0.00388080321883685,-1.48169094225652
"369","174261_at","Y71H10B.1","180573","hypothetical protein",0.458847397495654,7.88750801258418,3.24794906839967,0.0048957646612721,0.0135900198318711,-2.98551234799453
"370","174281_at","Y77E11A.14","176949","hypothetical protein",0.257558243774612,6.40727936318925,2.0643153372306,0.0551223842008489,0.0981470290852007,-5.2834735855529
"371","174282_at","sys-1","172859","SYmmetrical Sister cell hermaphrodite gonad defect",-0.177763661238469,6.26630982684703,-0.981650729067852,0.340485827679185,0.429989673356209,-6.78860039933193
"372","174283_s_at","F38B6.4","180935","Phosphoribosylglycinamide formyltransferase",-0.0411990400804303,6.4796174361403,-0.29196987082557,0.773958626506337,0.827328242125462,-7.23804208833573
"373","174284_s_at","bath-31","173717","BTB and MATH domain containing",-0.195897714180156,5.03696746385016,-1.20810907418858,0.244082041214981,0.328753912101573,-6.54482593411811
"374","174285_s_at","F54D5.5","174771","hypothetical protein",-0.135137887537928,9.25907201364609,-1.11451678376356,0.281071851960377,0.369621451489994,-6.65084223514239
"375","174299_s_at","fbxb-88","173831","F-box domain-containing protein",-0.189148282593268,4.12010462221364,-1.06404083523373,0.302676119011377,0.391124702905932,-6.70497165162289
"376","174313_s_at","sox-2","181002","Transcription factor sox-2",0.32049088133,6.43095478111804,1.93335407984441,0.0705866993777463,0.120092426113914,-5.50558408333029
"377","174323_at","ceh-39","180505","Homeobox protein ceh-39",-0.0501183842186634,6.94174818485662,-0.299891982731727,0.768014789098061,0.823168856956769,-7.23557989410476
"378","174326_s_at","elf-1","175226","ETS domain-containing protein",-0.098872735700847,5.86046528441884,-0.676583367699711,0.508070169594531,0.592330641220459,-7.04457687434792
"379","174336_at","exc-5","177692","hypothetical protein",1.297341079814,4.92181278604944,10.0206636946153,2.04862164369229e-08,6.12639163551044e-07,9.58360381587778
"380","174338_at","vhp-1","173904","Tyrosine-protein phosphatase vhp-1",1.15178027762735,8.70736836546994,9.06361845658467,8.40518765364976e-08,1.79741705208818e-06,8.14418339110382
"381","174345_at","ttn-1","266969","Titin homolog",0.935067132842558,4.73931954307483,5.97822854937261,1.71590819065872e-05,0.000120257767311712,2.70431062685288
"382","174349_at","EEED8.15","173924","hypothetical protein",-0.255902198204446,5.94818603688607,-1.3074699721556,0.209027683552253,0.290936395331406,-6.42451151382292
"383","174360_at","cutl-16","174065","ZP domain-containing protein",-0.341621409815385,4.58338213568851,-1.46363329666859,0.16213517585358,0.235330206512158,-6.22009006947781
"384","174361_at","F43G6.4","174810","hypothetical protein",0.818038073296605,6.84229239030187,5.99872777341331,1.64939536658092e-05,0.000116182072274365,2.7446713902686
"385","174363_at","arx-2","179440","Actin-related protein 2",0.0504242537424155,3.46978978565192,0.389953408398883,0.701572287380373,0.766655251146792,-7.20302083813434
"386","174365_s_at","polq-1","175810","DNA polymerase theta",-0.307899412604129,9.01179544759717,-2.87379200818034,0.0107911978700083,0.0258914241184893,-3.75346252551325
"387","174368_at","C15H9.5","180881","hypothetical protein",-0.069100882880079,6.86770296595752,-0.548525749890174,0.590696314935699,0.668368038262102,-7.12552682585023
"388","174374_s_at","F47G3.1","180543","hypothetical protein",1.33447694479148,5.40629292834647,9.73687636468724,3.08119614463198e-08,8.10789975389329e-07,9.16790696630628
"389","174393_at","H40L08.2","13224091","hypothetical protein",0.15919637116628,8.99145820052719,1.25950669494287,0.225420185943569,0.309035618380147,-6.4835666840684
"390","174395_at","R03G5.6","187543","hypothetical protein",0.425625094301061,4.71837628741246,2.52593828271129,0.0221346309841859,0.0465933423543944,-4.43874059072511
"391","174396_at","unc-82","177514","Protein kinase domain-containing protein",0.930344862716924,5.96497489215254,7.32042499549339,1.45439941576999e-06,1.56714355652735e-05,5.22820727173879
"392","174404_s_at","lips-10","174345","LIPaSe related",0.943418312455435,7.58810708444156,4.95542512527787,0.000132080426014242,0.000669228890011406,0.627104329380097
"393","174405_at","acy-4","178949","Adenylate cyclase",0.576567642975236,4.01097662951393,4.40452712927227,0.000416276491499905,0.00173413883072388,-0.533005770153154
"394","174406_at","tir-1","175502","Sterile alpha and TIR motif-containing protein tir-1",1.53843574811239,5.36448921967349,9.52582940429816,4.19740296603797e-08,1.01174395192938e-06,8.85277031254195
"395","174407_at","tth-1","181097","Thymosin beta",0.947102339573835,9.54624520394465,6.27587604190326,9.71877686467365e-06,7.44987123633991e-05,3.28497508562425
"396","174415_at","F53B3.5","180578","hypothetical protein",0.179080489187339,5.90514245720567,1.08279044905986,0.294513807790336,0.383668409398845,-6.68511838478362
"397","174416_at","lgl-1","180435","hypothetical protein",0.470133129517916,5.16132352254072,3.13384808397847,0.00623843133325543,0.0164855885042301,-3.22229899434768
"398","174417_s_at","pqn-25","175759","Prion-like-(Q/N-rich) domain-bearing protein 25",0.322570020483748,5.43972785919412,1.86259998656974,0.080471038259901,0.134009236754653,-5.62178633140238
"399","174420_at","F29C6.1","172947","hypothetical protein",0.195350618593205,7.24638406035869,1.77505227792908,0.0943874145130124,0.152912011856745,-5.76163194233427
"400","174426_at","bcl-11","179019","mammalian BCL (B cell lymphoma) gene homologs",0.918528154834839,6.07077179952371,6.69265469280912,4.47419441154031e-06,3.90321981090442e-05,4.07819161814382
"401","174431_s_at","tbc-19","181511","TBC (Tre-2/Bub2/Cdc16) domain family",0.52930072108352,3.98810916181301,3.86254076663267,0.00131671204850497,0.00462958620764397,-1.68711727573275
"402","174453_at","C34F6.10","181313","hypothetical protein",0.658986783852036,7.14536800598643,6.79975797714201,3.67963995373106e-06,3.3797574024358e-05,4.2782185470118
"403","174460_at","F19C7.8","177226","hypothetical protein",0.810734114224,4.63996123460206,5.63455149214984,3.35694277877037e-05,0.000210186957769857,2.01976874555807
"404","174470_at","bam-2","171868","hypothetical protein",0.335807732709129,7.05671465309712,3.16574956830728,0.00583026360436028,0.0155919875935847,-3.15629439411252
"405","174472_at","ska-3","175785","Spindle and Kinetochore-Associated protein homolog",-0.0753070690189137,9.23728308907474,-0.561723631131418,0.581875250021212,0.660250283697539,-7.11793396828982
"406","174473_at","ZK470.2","180689","hypothetical protein",0.789862235084774,7.36656547209579,5.26073252343044,7.08643622502929e-05,0.000395059345700162,1.25923599334054
"407","174479_at","mdt-17","180325","Mediator of RNA polymerase II transcription subunit 17",-0.314788331406463,7.31402302503084,-3.14478374052795,0.00609544631775133,0.0161898160159383,-3.1996912539729
"408","174484_s_at","efa-6","178217","Exchange factor for Arf-6",-0.210905930713873,10.5335459963399,-1.42106664995872,0.173971313013372,0.249556372640441,-6.27760504488459
"409","174490_at","arrd-25","181514","ARRestin Domain protein",0.925384656644027,7.97638317267943,4.81268663811979,0.000177334297480699,0.000855884282979762,0.328628124799951
"410","174491_at","F16A11.1","172764","hypothetical protein",-0.243733500647179,9.28231759302146,-2.06198681871392,0.05536808826036,0.0984583914907041,-5.28749874396134
"411","174492_at","unc-89","171990","Muscle M-line assembly protein unc-89",1.07630000210377,7.26231835273767,5.59094272104363,3.65935198344468e-05,0.00022673845127733,1.93187396665338
"412","174495_at","K03A11.1","181434","hypothetical protein",-0.634466791811326,6.16032181406781,-5.65560037050943,3.22033330349052e-05,0.000203224625804793,2.06211211825223
"413","174496_at","C36E6.2","181774","hypothetical protein",0.0973702273582235,6.28034304525864,0.684263403623835,0.503332794655586,0.588887193593176,-7.0392109766356
"414","174500_at","dnj-20","174514","DnaJ homolog dnj-20",0.342680334217649,9.58324679789395,3.06700861319884,0.00718668020064405,0.0185793282310513,-3.36004408908036
"415","174502_s_at","C32E12.4","172163","hypothetical protein",0.79779863675603,4.65720478783623,6.81202656374406,3.59850789302369e-06,3.32294957845583e-05,4.30103122167239
"416","174506_at","egrh-1","181580","EGR (Early Growth factor Response factor) Homolog",0.624755540811232,7.89883759910652,6.23157452808582,1.05688411264041e-05,7.94091306254144e-05,3.19928751471178
"417","174529_at","H28G03.1","180791","hypothetical protein",0.158347900282299,8.32647364987289,1.60080815455095,0.128441040057035,0.195545504577524,-6.02604472550208
"418","174537_at","K10B3.5","180599","hypothetical protein",0.172524714371608,6.39101287506017,1.06870732251841,0.300629418734183,0.389203562906409,-6.70005864994615
"419","174541_at","F28H1.1","171987","hypothetical protein",1.21341156267355,8.79344300214386,10.2298555189927,1.52455648153643e-08,4.92821746357126e-07,9.88425200055767
"420","174542_at","nfki-1","181625","ANK repeat-containing protein nipk-1",0.686455743988766,7.23205457853565,5.42634325770865,5.07857574650946e-05,0.000299119503713905,1.59811563221078
"421","174547_at","mltn-9","175122","MLt-TeN (mlt-10) related",0.178220327643666,5.02579426168007,0.998841224951541,0.332334339236436,0.421610646369315,-6.7716422406138
"422","174559_at","kin-29","180574","Serine/threonine-protein kinase kin-29",0.220690234317493,6.8466605745741,1.84388809183097,0.0832827720166943,0.137867867927596,-5.6520492476789
"423","174563_at","C30E1.9","181740","ncRNA",0.342937935390746,5.81324463849077,0.792443336568937,0.439378353008399,0.528470646681576,-6.9576045097383
"424","174567_at","F57A8.1","179399","hypothetical protein",0.0744907527075824,3.54755886069364,0.308928304274675,0.76125316301371,0.817308365027593,-7.23269182610504
"425","174569_at","F09E5.16","173909","hypothetical protein",0.483721602820995,6.62471191583731,4.40787432542251,0.000413349712007949,0.00172783537303189,-0.525900844729579
"426","174575_at","unc-50","176443","Protein unc-50",0.0382683588795949,5.8260720452298,0.189905756190359,0.851705911512916,0.887016396355859,-7.26391113027688
"427","174580_at","pkg-2","177659","Protein Kinase, cGMP-dependent",0.311634100286274,7.28341411505717,1.75293759785904,0.0982206664823597,0.157530838165939,-5.79624055315594
"428","174590_s_at","sax-7","177602","Fibronectin type-III domain-containing protein",0.0947962300787957,9.10620846826214,0.551254582881638,0.588866935181132,0.66673231596669,-7.1239711645459
"429","174594_at","ver-3","181289","Tyrosine-protein kinase receptor ver-3",0.198538791411853,6.57622920266562,1.41831223930296,0.174760933472707,0.250516704221791,-6.28128127004218
"430","174595_at","ain-1","181719","ALG-1 INteracting protein",0.625457825626107,6.80435884393457,4.00534578067015,0.000970754357484852,0.00356028642982571,-1.38278017803798
"431","174596_at","Y42H9AR.4","3565368","hypothetical protein",-0.174914594936272,9.84859630694489,-1.34431033649713,0.197089065904991,0.277749714371007,-6.37793855186386
"432","174600_at","T26A8.4","177643","hypothetical protein",-0.279088963355949,10.4601493609076,-2.67501700856725,0.0163101316896171,0.0362543971992022,-4.14922638333367
"433","174602_at","ztf-29","176585","C2H2-type domain-containing protein",-0.115407247835702,5.41257686365653,-0.964373649709049,0.348818437001421,0.438785183196357,-6.80538007262706
"434","174603_at","ets-4","180927","Transcription factor ets-4",-0.0694490300186876,7.16254261413101,-0.480357071949108,0.637297248031408,0.709620700745253,-7.16196334013009
"435","174607_at","glb-33","178627","GLoBin related",0.860703259345335,5.01013480199727,3.85002464349686,0.00135240375134433,0.00473511640898895,-1.71377528225646
"436","174613_at","cdh-5","177671","CaDHerin family",-0.142373495586513,4.41695855010294,-1.28675141146381,0.21598942097327,0.298335834865364,-6.45024252436987
"437","174620_at","tag-241","181360","hypothetical protein",0.420323009463409,2.91335377371263,2.71885553576405,0.0148979113206086,0.0337265419147329,-4.06283514512753
"438","174623_at","pat-9","181714","Paralysed Arrest at Two-fold",0.954926090057207,5.20699837491628,6.25282962824255,1.01517579805449e-05,7.71089813822808e-05,3.24043146156984
"439","174633_at","ketn-1","178740","KETtiN (Drosophila actin-binding) homolog",0.808235336128632,7.54693140312081,3.30016394578128,0.00438059135230282,0.01243503467604,-2.87654090655026
"440","174647_at","sqv-5","172851","Chondroitin sulfate synthase sqv-5;Hexosyltransferase",-0.0831318318890002,11.1263424073649,-0.711348955027208,0.486830549517728,0.574556495026689,-7.01983111241217
"441","174651_s_at","knl-2","172350","Kinetochore null protein 2",0.00266600237391579,9.71780237646337,0.0221012945534587,0.982632947666541,0.986655283354076,-7.28267174082616
"442","174684_s_at","H43E16.1","174101","hypothetical protein",0.858096700823234,6.47861976159664,4.23011726186064,0.000601910817291056,0.00238363543029791,-0.903820033469747
"443","174692_s_at","T24B8.7","174440","UBA domain-containing protein;Ubiquitin carboxyl-terminal hydrolase",-0.399710005384392,7.37953878445094,-3.03992277273367,0.00760994122665369,0.0195042746866293,-3.4156398504943
"444","174697_at","F35D2.3","174229","hypothetical protein",-0.0544802022776762,5.50581449046024,-0.329733998492807,0.74576126472549,0.805028339090162,-7.2257202255448
"445","174723_at","adt-2","181022","A disintegrin and metalloproteinase with thrombospondin motifs adt-2",0.264938874494999,7.40400597315248,2.38179501399214,0.0296060425326468,0.059268937763388,-4.71165283027546
"446","174724_at","T13H5.1","174359","Tyrosine-protein phosphatase",0.372322594417689,4.40235257824738,2.41312163284505,0.0278039350220114,0.0562827228358191,-4.6529772395959
"447","174727_at","C32D5.10","174051","Uncharacterized RING finger protein C32D5.10",-0.258781350977069,8.92119817562315,-2.32665393071237,0.0330470836072436,0.0648195384017902,-4.81402249543404
"448","174738_at","lat-1","174419","Latrophilin-like protein 1",-0.1864298699514,10.947768321259,-1.97350410698515,0.0654745123028904,0.113055369069587,-5.43843442739859
"449","174768_s_at","pat-10","172127","Paralysed Arrest at Two-fold",0.915983712521287,10.9217487910664,7.21832545492154,1.73971640522599e-06,1.83301288585389e-05,5.04485175514328
"450","174769_at","F18C5.10","174082","hypothetical protein",0.867663533663823,8.95109425429701,6.4979664990354,6.40921480771886e-06,5.15954165022927e-05,3.71058298389395
"451","174770_at","pat-12","175227","Protein pat-12",0.374718237121118,7.83922091705318,3.10286137087806,0.00666171143482683,0.0174055994255814,-3.2862523093308
"452","174779_s_at","syd-9","180985","hypothetical protein",0.175203203422871,4.27588617354045,1.75545154532448,0.0977781682008602,0.157062774036051,-5.79232121774748
"453","174788_s_at","ceh-18","180671","C. Elegans Homeobox;Homeobox protein ceh-18;POU domain protein",0.25509533337564,4.68162237995226,1.72076627748388,0.104039352623295,0.165463043645743,-5.84605567960789
"454","174795_at","act-4","180767","Actin-4",0.53642635423622,11.6281133835965,4.14059765520986,0.000727887903306582,0.00277702887171862,-1.09449337506731
"455","174806_at","scd-1","181408","Suppressor of Constitutive Dauer formation",0.0211703959923781,7.16455419140048,0.128082575124967,0.899635948832053,0.92583462651275,-7.27427316019435
"456","174808_at","T24B8.4","174446","hypothetical protein",0.984818981409216,7.20535666326627,6.69410268773865,4.46233700739774e-06,3.90103675489488e-05,4.0809063642574
"457","174811_at","C05C8.7","179120","hypothetical protein",0.296869725129847,7.9068745165611,2.10679783899509,0.0508106336951597,0.0917715165583851,-5.20957410191173
"458","174816_at","ptr-23","173362","SSD domain-containing protein",0.834727511898407,6.085815901827,5.5211195010584,4.20341775247376e-05,0.000254771105055459,1.79067594098407
"459","174824_at","cpna-2","174250","Copine family protein 2",-0.233329926315977,5.57521815329749,-1.58984802174273,0.130896135404775,0.198702906675614,-6.04202206917763
"460","174825_at","vav-1","181153","Protein vav-1",0.841342302265748,6.30364469490616,4.17489085030023,0.000676743448046749,0.00262026014703337,-1.02143079393712
"461","174832_at","hosl-1","180737","hypothetical protein",-0.245480982551974,7.36813802207182,-1.98747892724895,0.0637748830056288,0.110486606619639,-5.41486237839252
"462","174833_at","acs-1","179043","fatty Acid CoA Synthetase family",0.232585080622012,10.0664817750008,1.53290905311541,0.144298465142309,0.214824919544245,-6.12372003309462
"463","174839_at","fkh-7","177340","Fork-head domain-containing protein",0.319784339157232,7.52326033773728,2.40126183004134,0.0284736982680985,0.0574711141229288,-4.67523411793351
"464","174860_at","somi-1","179819","Suppressor of Overexpressed MIcro-RNA",0.385729292008458,7.71103912352822,3.2156688461706,0.00524369853237462,0.0143009959973853,-3.05269639149448
"465","174865_at","F54G2.1","180562","hypothetical protein",0.731107305343005,6.08771154741059,6.0432154617865,1.51407705734227e-05,0.000107926518446449,2.83207655443142
"466","174870_at","pap-1","179458","Poly-A Polymerase",-0.195361281917057,9.5390397789812,-1.21759416474723,0.240551429737864,0.325212903626485,-6.53368066178262
"467","174873_at","mlc-1","181776","Myosin regulatory light chain 1",0.802308159835722,9.41208496096064,5.65543586996501,3.22137836107837e-05,0.000203224625804793,2.06178140392257
"468","174878_at","adt-3","180675","ADAMTS family",-0.0776637848418877,3.36742527374959,-0.687809414437953,0.501154096939325,0.587026006808142,-7.03671414285587
"469","174880_at","bus-8","180821","hypothetical protein",0.423558897396498,3.4533049575242,2.78506998063322,0.0129855339026193,0.0301501538830303,-3.93136046995495
"470","174883_s_at","ben-1","175461","Tubulin beta chain",0.158322345641928,6.0652402119202,1.01252656247514,0.32594418332688,0.415506534432006,-6.75795568226248
"471","174886_at","ham-2","180727","hypothetical protein",0.982546255323519,4.59165464566808,5.73749178248108,2.74119927807656e-05,0.000178885774484808,2.22634091784302
"472","174891_s_at","tag-123","181096","Transmembrane 9 superfamily member",0.154551527222537,7.50967445880843,0.950516043885408,0.355603439723699,0.446511997485042,-6.81864643331722
"473","174901_at","nhr-1","181783","Nuclear hormone receptor family member nhr-1",0.0405340505215763,6.07357830138957,0.319162903834892,0.753618932984575,0.812039005308961,-7.22931846413007
"474","174909_at","baz-2","176078","Bromodomain Adjacent to Zinc finger domain, 2A/2B, homolog",-0.061540672166692,8.11645167299661,-0.445694987398213,0.661625918125871,0.731436924333214,-7.17869009117476
"475","174911_at","unc-22","178135","Twitchin",0.250111891319015,4.66288821450657,1.33012371244781,0.201620329305752,0.282702344722591,-6.39599644257171
"476","174913_s_at","hecd-1","177486","E3 ubiquitin-protein ligase hecd-1",0.0316908107475307,8.48678304251437,0.189978769531667,0.851649619487935,0.887016396355859,-7.2638965194236
"477","174919_at","ttx-1","180313","Homeobox domain-containing protein",0.144513831621256,4.30150137384307,0.657481729764704,0.519963047017227,0.604136502106947,-7.05767415924904
"478","174927_at","F19C6.2","181213","hypothetical protein",0.677361764755672,7.85209291964235,5.18150853827402,8.32048883124989e-05,0.000450018656631803,1.0960905406284
"479","174930_at","mct-4","180766","MonoCarboxylate Transporter family",0.491225835444128,6.20724700401912,2.60266816858027,0.0189254797368206,0.0408321093365285,-4.29058658080947
"480","174951_at","unk-1","181059","hypothetical protein",0.29761156274678,7.07466211315107,2.26438908520949,0.0373804249684473,0.0715029229901033,-4.92815915704757
"481","174952_s_at","tep-1","173367","TEP (ThiolEster containing Protein)",1.85292968269214,8.68694358274067,15.0448030611768,4.82133970985737e-11,1.05815718895291e-08,15.669520340275
"482","174953_s_at","sdc-1","181701","Zinc finger protein sdc-1",-0.0324677701873322,6.33809492064619,-0.165100273036106,0.870876333490691,0.902249518175448,-7.26855117383397
"483","174957_s_at","oac-31","178643","NRF domain-containing protein",2.11456678378749,7.21169618787508,11.7997908847849,1.90092291916996e-09,1.0569131430585e-07,11.9946091015332
"484","174958_at","mpz-1","174657","Multiple PDZ domain protein",0.975716054995158,4.53695995676013,8.07763526962888,4.02166241147697e-07,5.7236628859587e-06,6.5438748999672
"485","174966_at","acs-17","180859","fatty Acid CoA Synthetase family",0.309657412199719,7.26253050692032,1.71885709534803,0.104393882544345,0.165900339256829,-5.8489918775677
"486","174975_at","T14B1.1","181181","hypothetical protein",0.359311774480788,5.94512392718545,2.66368750788512,0.0166954836748329,0.0369141924305691,-4.17146462034031
"487","174978_at","fkh-9","180670","ForKHead transcription factor family",0.541643152955094,8.10349675640903,3.42160648509766,0.00338067477195684,0.0100552166897718,-2.62182599762805
"488","174982_at","mnat-1","173602","CDK-activating kinase assembly factor MAT1",-0.372616327060836,8.55628231487823,-2.58118534498592,0.0197762445722914,0.0422907383930539,-4.33225572139524
"489","174995_s_at","ptr-6","173898","SSD domain-containing protein",0.175772301521965,3.99132729592652,1.18156003205452,0.254175652642683,0.340042499685591,-6.57563314135916
"490","175001_at","gcc-1","180606","Grip (GRIP) and Coiled-Coil domain containing protein related",0.00215027176272908,6.96901026946678,0.0114543974819887,0.99099864106968,0.993619700230961,-7.28286034806571
"491","175006_at","eff-1","174334","Epithelial Fusion Failure",2.43719029141514,5.18280035987743,10.6615418918516,8.40283948186435e-09,3.07367023152407e-07,10.4896394078901
"492","175007_at","F09C8.2","181690","hypothetical protein",0.0438644751341783,8.69018075101125,0.278834368315609,0.783845828459163,0.833835996090487,-7.24198081292356
"493","175008_at","F10D11.6","172635","BPI2 domain-containing protein",0.296540397337767,6.77723925520459,2.34524955098584,0.0318468382029338,0.0629091972080691,-4.77963208912604
"494","175010_s_at","F57C2.4","175111","hypothetical protein",0.0630628397922202,10.7275778413794,0.533705296953008,0.600681398332586,0.677167188712324,-7.13384564346348
"495","175011_at","K07C11.7","179200","Metallophos domain-containing protein;UPF0046 protein K07C11.7",0.38965670742725,8.14040034595907,3.35931192617208,0.00386153172099192,0.011252681534966,-2.75269004929341
"496","175014_at","alg-5","172861","Protein argonaute",-0.11735408985388,9.02362804719244,-0.56331173445191,0.58081835995195,0.659230419433759,-7.11700860665193
"497","175016_s_at","F44E2.4","176243","hypothetical protein",1.3118835773101,4.01475928410562,7.62990092555233,8.52254865481577e-07,1.07045264730668e-05,5.7752846421048
"498","175031_at","F22E12.1","179460","hypothetical protein",0.78899615448548,4.25422613515466,6.00754372819558,1.62161749904089e-05,0.000115002465493206,2.76201243107449
"499","175033_at","Y53G8AR.9","175434","hypothetical protein",-0.0125183744555013,7.79893573612077,-0.0718521676104761,0.943585653833097,0.957127749083925,-7.28020447523558
"500","175048_at","C34F6.7","181310","hypothetical protein",0.203494701832597,7.47964092446389,1.58677885550395,0.131590723979439,0.199630488057145,-6.046481807489
"501","175052_at","pqn-44","172187","Prion-like-(Q/N-rich)-domain-bearing protein",1.01348102313996,8.53832471312955,7.7082982751988,7.45834163454777e-07,9.63312772275234e-06,5.91180715369843
"502","175061_s_at","sgnh-1","177260","RRM domain-containing protein",-0.44612009166549,5.11898310444211,-3.14301342744705,0.00611837299522292,0.0162300352354196,-3.20335240450042
"503","175070_at","Y66D12A.7","176590","Glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial",-0.372162188017115,7.36937137816488,-3.47465405876274,0.00301839849373603,0.00914732683058085,-2.51008057534009
"504","175077_s_at","C05D12.3","174742","hypothetical protein",1.6838541605934,7.91999022364729,10.2773688816522,1.42649652662648e-08,4.64725821565034e-07,9.95186645692636
"505","175086_at","F21F3.6","172109","hypothetical protein",0.214549508719355,11.0145304960737,2.10076672603531,0.0514033864120793,0.0926727718713232,-5.22011831123543
"506","175091_at","Y71G12A.4","171759","AB hydrolase-1 domain-containing protein",0.16437975230574,5.03538677365522,1.26428524127738,0.223743209744039,0.30759776982651,-6.47776417468449
"507","175095_at","B0410.3","180580","hypothetical protein",1.15034811243917,7.69288794492545,7.35097653464853,1.37886892694449e-06,1.50127504578552e-05,5.28279591017236
"508","175096_at","spp-15","172318","Saposin B-type domain-containing protein",0.458382722701089,9.23251348880703,2.41515580480285,0.0276905587631183,0.0561448555579806,-4.64915454978049
"509","175102_at","C04H5.7","175115","hypothetical protein",0.451108442960045,8.57114966589637,3.07173156079973,0.00711527408485956,0.018429001822276,-3.35033628660889
"510","175103_s_at","C34B7.1","172618","hypothetical protein",0.139566190759336,4.22392675750665,0.844939378032841,0.410262286572031,0.500759712687232,-6.91401154216962
"511","175111_at","C07H6.9","176062","hypothetical protein",-0.145051421914243,5.37769056453802,-0.985639534644662,0.33858201420469,0.427974234384225,-6.78468878173408
"512","175114_s_at","F08F3.4","178924","Epimerase domain-containing protein",0.655125310042367,8.5307816781157,3.87959346047718,0.00126960307443367,0.00448284912818663,-1.65079127071351
"513","175119_at","W08F4.12","173451","hypothetical protein",0.107497544680005,4.79940637618438,0.828816922802231,0.419068520824533,0.508442168122869,-6.92767345718716
"514","175124_at","Y66D12A.24","176579","hypothetical protein",0.669399338970802,7.44570898881652,5.32129101307445,6.27123022220632e-05,0.000356767121781724,1.38349906929024
"515","175125_at","K02D10.4","176234","hypothetical protein",0.826323882405695,6.05175461947102,4.87548498536786,0.000155734416834856,0.000766720800709975,0.460154929584871
"516","175133_at","C27F2.9","175673","JmjC domain-containing protein",0.0804546348025719,6.61521594274211,0.431995107060186,0.671352422307975,0.739640581512353,-7.18496427460901
"517","175142_at","F17C11.12","179514","MFS domain-containing protein",0.269402543454246,6.91755990922591,1.74619264039053,0.0994165389510813,0.15902047440775,-5.8067371958078
"518","175147_at","dhs-5","173930","Uncharacterized oxidoreductase dhs-5",1.30682065938823,5.74700845778627,6.8102983467968,3.60982292335849e-06,3.32294957845583e-05,4.29781895750767
"519","175151_at","F53C11.1","179871","CUB_2 domain-containing protein",1.23569230359496,7.31526812901203,9.16268980864172,7.22805184930335e-08,1.58636716903131e-06,8.2982304135787
"520","175153_at","T02C1.2","176306","RING-type domain-containing protein",0.0881254997235441,5.97354396372343,0.585904462608557,0.565890140067146,0.644712201835653,-7.1035724140878
"521","175156_at","F37A8.5","175512","Protein yippee-like F37A8.5",0.478438239854185,4.71555139285797,2.37730856797825,0.0298729405509033,0.059667572782861,-4.72002581755391
"522","175158_s_at","T12A7.6","178109","hypothetical protein",0.498455301605457,5.84529243500326,3.83542965209091,0.0013952541331397,0.00485660245007724,-1.74485623228545
"523","175162_s_at","C08F1.10","173549","hypothetical protein",-0.256225341097527,5.59262889720573,-1.35846870412951,0.192648431411974,0.272319986097604,-6.35976377892684
"524","175163_at","prk-2","175437","Serine/threonine-protein kinase prk-2",1.54714189740466,5.08977504866694,9.65052546556628,3.49460574479452e-08,8.8856743632885e-07,9.03959248041746
"525","175167_at","C40A11.6","173572","BTB domain-containing protein",-0.303879384897851,3.57268497848479,-2.11966003390588,0.049567341909535,0.0898529573562433,-5.18702941027525
"526","175168_at","asd-1","175542","RRM domain-containing protein",0.0231981879797907,9.63530273946046,0.202226059068173,0.842219105790275,0.880434612972035,-7.26136657621815
"527","175170_s_at","dod-19","178564","Downstream Of DAF-16 (regulated by DAF-16)",0.658725199388575,10.8159420383008,3.96819766354929,0.00105079032530783,0.00382689576989838,-1.46196820594227
"528","175172_at","rfip-1","173998","FIP-RBD domain-containing protein",1.26143789914454,8.50921586831254,9.94035180102089,2.29747054285479e-08,6.56195353678389e-07,9.46688624298986
